date,open,high,low,close,volume
1712682120000,0.1882005,0.1882005,0.1878619,0.1878619,17195.3203094
1712682180000,0.187768,0.187768,0.1876424,0.1876426,75689.46783498
1712682240000,0.1878482,0.1879592,0.1878335,0.1879592,31020.71534846
1712682300000,0.1878336,0.1879282,0.1878336,0.1879282,10279.65
1712682360000,0.1879282,0.1879282,0.1872542,0.1872542,69862.51018212
1712682420000,0.1872001,0.1874677,0.1870079,0.1874676,82465.34387395
1712682480000,0.1876445,0.1876445,0.1875273,0.187547,43949.18163821
1712682540000,0.1871995,0.1875338,0.1871995,0.1875338,16250.19504921
1712682600000,0.1874921,0.1877329,0.1874921,0.1877329,2242.6855771
1712682660000,0.1874921,0.1874921,0.1863695,0.1864382,1379983.99151442
1712682720000,0.1865317,0.1869747,0.1864621,0.1869747,108128.86422082
1712682780000,0.1870213,0.1870213,0.186795,0.1869025,276.4026936
1712682840000,0.1869573,0.1870595,0.1868605,0.1870595,261985.8309604
1712682900000,0.1870595,0.1870595,0.1863218,0.1863218,245846.20020542
1712682960000,0.1864228,0.1864246,0.1857963,0.1860086,159802.83750871
1712683020000,0.1862644,0.186327,0.1855,0.1861055,2013693.07790341
1712683080000,0.1861444,0.1871028,0.1861444,0.1871028,87825.55724991
1712683140000,0.1868106,0.1872666,0.1866933,0.1870969,362735.19314499
1712683200000,0.1871005,0.1871005,0.1869181,0.1869573,10822.54192755
1712683260000,0.1870261,0.1874533,0.1870261,0.1874533,26932.37957045
1712683320000,0.1875593,0.1877331,0.1874907,0.1876129,15657.1023775
1712683380000,0.1877838,0.1880154,0.1876747,0.1876747,35024.26250935
1712683440000,0.187665,0.1876713,0.187443,0.1874617,52032.31875273
1712683500000,0.1874907,0.1880596,0.1874907,0.1880596,115047.53244513
1712683560000,0.1881519,0.1883022,0.1878148,0.1878148,209471.6382422
1712683620000,0.1879086,0.1879086,0.1879086,0.1879086,222.878
1712683680000,0.1877086,0.187944,0.1877086,0.187944,29538.49704789
1712683740000,0.187944,0.1880313,0.187906,0.187906,271154.07578815
1712683800000,0.1879059,0.188331,0.1879059,0.1883098,103864.36169242
1712683860000,0.1883582,0.1883582,0.188,0.1881657,89725.5176091
1712683920000,0.1882079,0.1883582,0.1882079,0.1883582,41509.30629439
1712683980000,0.1883583,0.1883583,0.1882275,0.1882275,2329.7933118
1712684040000,0.1879826,0.1881884,0.1879826,0.1881082,4699.92928695
1712684100000,0.1883126,0.1883126,0.1883044,0.1883044,16508.08877647
1712684160000,0.1880924,0.18825,0.1880924,0.1881714,94252.59490572
1712684220000,0.1881163,0.1881609,0.1881162,0.1881609,58016.86410866
1712684280000,0.1881609,0.188591,0.1881609,0.1884773,58622.9975982
1712684340000,0.1884773,0.1886758,0.1884199,0.1886757,501709.08048373
1712684400000,0.1886757,0.188903,0.1886757,0.1889029,12070.48570929
1712684460000,0.188903,0.1890368,0.188903,0.1890368,113061.85134228
1712684520000,0.1890368,0.1890377,0.1888371,0.1888371,850786.01953466
1712684580000,0.1888002,0.1888002,0.1888001,0.1888001,16472.25060047
1712684640000,0.1888001,0.1888001,0.1888,0.1888001,160128.91
1712684700000,0.1888,0.1888001,0.1885863,0.1885863,855786.82971918
1712684760000,0.1888,0.1888,0.1882661,0.1884498,323401.42743155
1712684820000,0.1883527,0.1883527,0.1879913,0.1880823,105462.97265986
1712684880000,0.188143,0.1883091,0.1879068,0.1883091,294961.92312366
1712684940000,0.1885367,0.1885367,0.1885367,0.1885367,21134.10127736
1712685000000,0.1885369,0.1889009,0.1885369,0.1889009,755597.24394264
1712685060000,0.1889036,0.1889036,0.1889036,0.1889036,7875.0
1712685120000,0.1889036,0.1889036,0.188546,0.1886392,1053526.07886655
