date,open,high,low,close,volume
1712574120000,0.20723,0.20739,0.20713,0.20716,24883.65
1712574180000,0.20716,0.20717,0.20698,0.20716,47009.28
1712574240000,0.20716,0.20718,0.20706,0.20706,48630.68
1712574300000,0.20706,0.20713,0.20699,0.20709,21564.9
1712574360000,0.20709,0.20709,0.20702,0.20702,7299.95
1712574420000,0.20702,0.20754,0.20702,0.20722,166014.71
1712574480000,0.20722,0.20722,0.20701,0.20708,162676.19
1712574540000,0.20708,0.2071,0.207,0.2071,16266.38
1712574600000,0.2071,0.20712,0.20694,0.20698,127011.94
1712574660000,0.20698,0.20699,0.20673,0.2068,323524.02
1712574720000,0.2068,0.2068,0.20671,0.20671,108789.15
1712574780000,0.20671,0.20675,0.20659,0.20659,416.24
1712574840000,0.20659,0.20672,0.20654,0.20672,92927.48
1712574900000,0.20672,0.20681,0.20662,0.20662,124566.04
1712574960000,0.20662,0.20712,0.20662,0.20709,139496.0
1712575020000,0.20709,0.20709,0.20669,0.2068,52266.3
1712575080000,0.2068,0.20709,0.2066,0.20688,144496.28
1712575140000,0.20688,0.20708,0.20688,0.20704,97276.77
1712575200000,0.20704,0.2072,0.20675,0.20675,125180.74
1712575260000,0.20675,0.20718,0.20675,0.20713,72392.51
1712575320000,0.20713,0.20729,0.20713,0.20729,155586.34
1712575380000,0.20729,0.20755,0.20718,0.2072,99224.67
1712575440000,0.2072,0.20726,0.20708,0.20716,45347.54
1712575500000,0.20716,0.20726,0.20712,0.20726,18527.59
1712575560000,0.20726,0.20749,0.20726,0.20731,177482.95
1712575620000,0.20731,0.20752,0.20723,0.20741,48602.53
1712575680000,0.20741,0.20753,0.20741,0.20748,125093.25
1712575740000,0.20748,0.20757,0.20729,0.20733,29535.95
1712575800000,0.20733,0.20733,0.20689,0.20696,101221.97
1712575860000,0.20696,0.20698,0.20674,0.20674,147970.01
1712575920000,0.20674,0.20691,0.20674,0.20678,129168.89
1712575980000,0.20678,0.20685,0.20671,0.20675,99861.72
1712576040000,0.20675,0.2069,0.20674,0.20675,99332.89
1712576100000,0.20675,0.20682,0.20659,0.20666,160705.58
1712576160000,0.20666,0.20687,0.20657,0.20687,113880.74
1712576220000,0.20687,0.2069,0.20661,0.20666,82288.48
1712576280000,0.20666,0.20767,0.20662,0.20767,161087.65
1712576340000,0.20767,0.20772,0.20745,0.20764,116372.19
1712576400000,0.20764,0.20765,0.20732,0.20732,194714.03
1712576460000,0.20732,0.20751,0.20731,0.20732,73794.43
1712576520000,0.20732,0.20732,0.20692,0.20699,194500.26
1712576580000,0.20699,0.20699,0.2066,0.20663,44460.3
1712576640000,0.20663,0.20689,0.20662,0.2067,153454.27
1712576700000,0.2067,0.2067,0.20654,0.20657,83679.4
1712576760000,0.20657,0.20673,0.20657,0.20673,331591.17
1712576820000,0.20673,0.20673,0.20656,0.2066,191820.93
1712576880000,0.2066,0.2066,0.2065,0.2065,90234.4
1712576940000,0.2065,0.20661,0.20646,0.20648,87488.47
1712577000000,0.20648,0.20648,0.20634,0.20637,135552.44
1712577060000,0.20637,0.20671,0.20636,0.20671,56685.46
1712577120000,0.20671,0.2068,0.20657,0.20678,8201.23
1712577180000,0.20678,0.20699,0.20678,0.20685,116009.86
1712577240000,0.20685,0.20714,0.20682,0.20708,141404.52
1712577300000,0.20708,0.20716,0.20674,0.20683,146523.53
1712577360000,0.20683,0.20683,0.20652,0.20653,92271.06
1712577420000,0.20653,0.20678,0.20651,0.20678,120339.36
1712577480000,0.20678,0.20709,0.20673,0.20707,42015.64
1712577540000,0.20707,0.20711,0.20682,0.20689,151348.08
1712577600000,0.20689,0.20721,0.20689,0.20698,136372.1
1712577660000,0.20698,0.20752,0.20698,0.20752,66505.81
1712577720000,0.20752,0.20758,0.20739,0.20747,77298.19
1712577780000,0.20747,0.20752,0.2074,0.20743,66209.19
1712577840000,0.20743,0.20744,0.20737,0.20744,157454.07
1712577900000,0.20744,0.20756,0.20744,0.20751,61247.88
1712577960000,0.20751,0.20751,0.20741,0.20747,47124.24
1712578020000,0.20747,0.20748,0.20734,0.20735,221180.74
1712578080000,0.20735,0.20766,0.20735,0.20766,215500.78
1712578140000,0.20766,0.208,0.20766,0.20787,112902.46
1712578200000,0.20787,0.20826,0.20787,0.20807,138984.56
1712578260000,0.20807,0.209,0.20801,0.209,143437.36
1712578320000,0.209,0.209,0.20821,0.20821,224113.17
1712578380000,0.20821,0.20821,0.20795,0.20811,213498.33
1712578440000,0.20811,0.20882,0.2081,0.20867,22130.27
1712578500000,0.20867,0.20867,0.2081,0.2081,30497.6
1712578560000,0.2081,0.20815,0.20805,0.20811,303146.15
1712578620000,0.20811,0.20811,0.20786,0.20792,5110.87
1712578680000,0.20792,0.20807,0.20786,0.20807,4119.21
1712578740000,0.20807,0.20807,0.20775,0.20777,48692.85
1712578800000,0.20777,0.20779,0.20747,0.20779,69377.08
1712578860000,0.20779,0.20779,0.20738,0.20738,118696.31
1712578920000,0.20738,0.20738,0.20722,0.20736,177690.71
1712578980000,0.20736,0.20736,0.20715,0.20723,108065.59
1712579040000,0.20723,0.20727,0.20711,0.20711,131288.47
1712579100000,0.20711,0.20717,0.20687,0.20688,134479.7
1712579160000,0.20688,0.20694,0.20679,0.2069,162058.29
1712579220000,0.2069,0.2069,0.20654,0.20678,125909.76
1712579280000,0.20678,0.20678,0.2064,0.2064,152854.31
1712579340000,0.2064,0.20659,0.20622,0.20648,57142.71
1712579400000,0.20648,0.20648,0.20593,0.20593,195195.68
1712579460000,0.20593,0.20615,0.20593,0.20594,95223.36
1712579520000,0.20594,0.20602,0.20562,0.20569,116483.4
1712579580000,0.20569,0.20581,0.205,0.20529,213073.42
1712579640000,0.20529,0.20545,0.20527,0.20538,132806.04
1712579700000,0.20538,0.20574,0.2053,0.20551,154644.83
1712579760000,0.20551,0.20568,0.20551,0.20556,127032.7
1712579820000,0.20556,0.20556,0.205,0.2051,584059.36
1712579880000,0.2051,0.2051,0.204,0.2046,165262.28
1712579940000,0.2046,0.20469,0.20452,0.20462,65903.32
1712580000000,0.20462,0.20476,0.20461,0.20476,77.99
1712580060000,0.20476,0.20504,0.20476,0.20486,182249.48
1712580120000,0.20486,0.20523,0.20486,0.20521,81569.02
1712580180000,0.20521,0.20539,0.20521,0.20537,75604.92
1712580240000,0.20537,0.20541,0.20532,0.20535,139601.15
1712580300000,0.20535,0.20567,0.20531,0.20567,64906.38
1712580360000,0.20567,0.20596,0.20548,0.20548,120322.86
1712580420000,0.20548,0.20555,0.20525,0.20525,78751.68
1712580480000,0.20525,0.20544,0.20523,0.20543,160258.11
1712580540000,0.20543,0.2055,0.20504,0.20504,127856.95
1712580600000,0.20504,0.20508,0.20486,0.20504,156359.22
1712580660000,0.20504,0.20506,0.20416,0.20416,165691.43
1712580720000,0.20416,0.20445,0.20416,0.20445,415638.09
1712580780000,0.20445,0.20477,0.20438,0.20477,114843.93
1712580840000,0.20477,0.20486,0.20471,0.20482,101462.95
1712580900000,0.20482,0.20482,0.20463,0.20464,83.45
1712580960000,0.20464,0.20464,0.20446,0.2045,10218.08
1712581020000,0.2045,0.2045,0.20426,0.20443,155749.76
1712581080000,0.20443,0.20459,0.20426,0.20426,153599.61
1712581140000,0.20426,0.2044,0.20416,0.2042,144133.53
1712581200000,0.2042,0.2046,0.2042,0.20433,96469.96
1712581260000,0.20433,0.2045,0.20424,0.20442,163396.43
1712581320000,0.20442,0.20446,0.20392,0.20397,291030.28
1712581380000,0.20397,0.20429,0.20397,0.2042,107424.62
1712581440000,0.2042,0.20442,0.20419,0.20434,107756.04
