date,open,high,low,close,volume
1712607780000,0.20106,0.20106,0.20097,0.20097,11540.2644
1712607840000,0.20106,0.20111,0.20101,0.20111,81650.5252
1712607900000,0.20116,0.2013,0.20114,0.20114,73020.1087
1712607960000,0.20114,0.20114,0.20111,0.20111,2685.0458
1712608020000,0.2011,0.2011,0.20101,0.20101,25718.2849
1712608080000,0.20101,0.20101,0.20092,0.20092,4379.6991
1712608140000,0.20101,0.20101,0.20101,0.20101,49.7488
1712608200000,0.2011,0.2011,0.20102,0.20102,4028.7769
1712608260000,0.20115,0.20115,0.2011,0.20114,61853.2369
1712608320000,0.20116,0.20126,0.20109,0.20109,54590.6359
1712608380000,0.20102,0.20108,0.20091,0.20108,30801.1281
1712608440000,0.2011,0.2011,0.20105,0.20105,19993.9129
1712608500000,0.20116,0.20116,0.20114,0.20116,11036.5176
1712608560000,0.20131,0.20132,0.20126,0.20132,17685.5262
1712608620000,0.20139,0.20156,0.20139,0.20156,17970.6554
1712608680000,0.20156,0.20162,0.2015,0.2015,92987.3934
1712608740000,0.20161,0.20169,0.20161,0.20164,106860.278
1712608800000,0.20161,0.20174,0.20157,0.20165,18644.781
1712608860000,0.20172,0.20189,0.20167,0.20189,29244.817
1712608920000,0.20186,0.20203,0.20182,0.20198,213089.7977
1712608980000,0.20204,0.20243,0.20196,0.20231,846735.7617
1712609040000,0.20217,0.20283,0.20209,0.20263,206875.3036
1712609100000,0.2026,0.2026,0.20221,0.20225,55647.5964
1712609160000,0.20223,0.20224,0.20201,0.20223,67036.5713
1712609220000,0.20221,0.20228,0.20164,0.20169,329371.44
1712609280000,0.20161,0.20161,0.2013,0.20144,284093.8501
1712609340000,0.20146,0.20169,0.20105,0.20164,1706137.4664
1712609400000,0.20161,0.20161,0.20135,0.20138,78176.0218
1712609460000,0.2014,0.20141,0.20134,0.2014,79608.8719
1712609520000,0.20149,0.2016,0.20147,0.20155,30217.8178
1712609580000,0.20164,0.20176,0.20164,0.20166,16509.8948
1712609640000,0.20164,0.20168,0.20164,0.20167,9273.0362
1712609700000,0.20159,0.20165,0.20156,0.20165,25294.7463
1712609760000,0.20175,0.20175,0.2017,0.2017,1933.5033
1712609820000,0.2018,0.20189,0.20175,0.20175,14466.7756
1712609880000,0.20168,0.20196,0.20168,0.20196,136515.2259
1712609940000,0.202,0.20221,0.202,0.20219,33550.4517
1712610000000,0.20209,0.20211,0.20196,0.20196,18807.143
1712610060000,0.20202,0.20203,0.20195,0.20202,18365.8886
1712610120000,0.20212,0.2022,0.20206,0.20206,17661.1532
1712610180000,0.20209,0.20209,0.20204,0.20204,73036.778
1712610240000,0.20204,0.20204,0.20204,0.20204,0.0
1712610300000,0.20205,0.20209,0.20196,0.20196,3663.1584
1712610360000,0.20205,0.20205,0.20205,0.20205,593.9124
1712610420000,0.20199,0.20207,0.20195,0.20196,39562.7729
1712610480000,0.20196,0.20196,0.20193,0.20194,74917.6982
1712610540000,0.20196,0.20196,0.2018,0.2018,65490.8462
1712610600000,0.20176,0.20185,0.20174,0.20174,139343.6858
