datetime,price,timestamp,type,amount,cost,symbol
2024-03-21T20:57:44.000Z,2.713e-05,1711054664000,,16666666.6666,452.166666664858,SHIB/USD
2024-03-21T21:04:06.000Z,2.713e-05,1711055046000,,16666666.6666,452.166666664858,SHIB/USD
2024-03-21T21:08:30.000Z,2.702e-05,1711055310000,,645178.90698752,17.43273406680279,SHIB/USD
2024-03-21T21:12:42.000Z,2.7e-05,1711055562000,,639588.41202638,17.26888712471226,SHIB/USD
2024-03-21T21:17:02.000Z,2.707e-05,1711055822000,,638934.61657727,17.2959600707467,SHIB/USD
2024-03-21T21:28:16.000Z,2.704e-05,1711056496000,,217234.92924985,5.874032486915944,SHIB/USD
2024-03-21T21:28:59.000Z,2.701e-05,1711056539000,,8603303.8541551,232.37523710072927,SHIB/USD
2024-03-21T21:32:31.000Z,2.698e-05,1711056751000,,659522.07223641,17.79390550893834,SHIB/USD
2024-03-21T21:49:19.000Z,2.704e-05,1711057759000,,646541.19883956,17.4824740166217,SHIB/USD
