amount,datetime,type,symbol,price,cost,timestamp
7833.0,2024-03-17T00:17:11.065Z,limit,DOGE/USDT,0.14497,1135.55001,1710634631065
4154.0,2024-03-17T00:17:37.354Z,limit,DOGE/USDT,0.14496,602.16384,1710634657354
4726.0,2024-03-17T00:17:57.393Z,limit,DOGE/USDT,0.14478,684.23028,1710634677393
5537.0,2024-03-17T00:18:09.515Z,limit,DOGE/USDT,0.14477,801.59149,1710634689515
14146.0,2024-03-17T00:18:10.585Z,limit,DOGE/USDT,0.14478,2048.05788,1710634690585
11921.0,2024-03-17T00:18:14.263Z,limit,DOGE/USDT,0.14478,1725.92238,1710634694263
8117.0,2024-03-17T00:18:15.974Z,limit,DOGE/USDT,0.14478,1175.17926,1710634695974
6358.0,2024-03-17T00:18:17.006Z,limit,DOGE/USDT,0.14477,920.44766,1710634697006
7228.0,2024-03-17T00:18:18.614Z,limit,DOGE/USDT,0.14477,1046.39756,1710634698614
6526.0,2024-03-17T00:18:55.514Z,limit,DOGE/USDT,0.1451,946.9226,1710634735514
14611.0,2024-03-17T00:18:56.074Z,limit,DOGE/USDT,0.14509,2119.90999,1710634736074
6704.0,2024-03-17T00:18:59.711Z,limit,DOGE/USDT,0.14517,973.21968,1710634739711
6635.0,2024-03-17T00:19:11.380Z,limit,DOGE/USDT,0.145,962.075,1710634751380
8863.0,2024-03-17T00:19:12.426Z,limit,DOGE/USDT,0.145,1285.135,1710634752426
14202.0,2024-03-17T00:19:20.893Z,limit,DOGE/USDT,0.14509,2060.56818,1710634760893
2492.0,2024-03-17T00:19:25.158Z,limit,DOGE/USDT,0.14503,361.41476,1710634765158
6116.0,2024-03-17T00:19:31.865Z,limit,DOGE/USDT,0.14503,887.00348,1710634771865
3316.0,2024-03-17T00:19:32.403Z,limit,DOGE/USDT,0.14503,480.91948,1710634772403
9634.0,2024-03-17T00:19:47.123Z,limit,DOGE/USDT,0.14495,1396.4483,1710634787123
19437.0,2024-03-17T00:19:58.642Z,limit,DOGE/USDT,0.14491,2816.61567,1710634798642
11187.0,2024-03-17T00:20:13.055Z,limit,DOGE/USDT,0.1451,1623.2337,1710634813055
105.0,2024-03-17T00:20:16.135Z,limit,DOGE/USDT,0.1451,15.2355,1710634816135
2885.0,2024-03-17T00:20:16.284Z,limit,DOGE/USDT,0.14511,418.64235,1710634816284
5778.0,2024-03-17T00:20:23.079Z,limit,DOGE/USDT,0.14519,838.90782,1710634823079
14402.0,2024-03-17T00:20:27.865Z,limit,DOGE/USDT,0.14521,2091.31442,1710634827865
9068.0,2024-03-17T00:20:34.684Z,limit,DOGE/USDT,0.14524,1317.03632,1710634834684
5430.0,2024-03-17T00:20:37.525Z,limit,DOGE/USDT,0.14525,788.7075,1710634837525
1.0,2024-03-17T00:20:42.512Z,limit,DOGE/USDT,0.14536,0.14536,1710634842512
5926.0,2024-03-17T00:20:57.142Z,limit,DOGE/USDT,0.1454,861.6404,1710634857142
5518.0,2024-03-17T00:20:57.659Z,limit,DOGE/USDT,0.1454,802.3172,1710634857659
5394.0,2024-03-17T00:21:08.761Z,limit,DOGE/USDT,0.14519,783.15486,1710634868761
4253.0,2024-03-17T00:21:09.288Z,limit,DOGE/USDT,0.14521,617.57813,1710634869288
12379.0,2024-03-17T00:21:17.844Z,limit,DOGE/USDT,0.14521,1797.55459,1710634877844
6243.0,2024-03-17T00:21:22.096Z,limit,DOGE/USDT,0.14505,905.54715,1710634882096
7386.0,2024-03-17T00:21:40.588Z,limit,DOGE/USDT,0.1452,1072.4472,1710634900588
5833.0,2024-03-17T00:21:43.246Z,limit,DOGE/USDT,0.1452,846.9516,1710634903246
6446.0,2024-03-17T00:22:02.784Z,limit,DOGE/USDT,0.14529,936.53934,1710634922784
2.0,2024-03-17T00:22:06.992Z,limit,DOGE/USDT,0.14541,0.29082,1710634926992
4.0,2024-03-17T00:22:07.040Z,limit,DOGE/USDT,0.14545,0.5818,1710634927040
15560.0,2024-03-17T00:22:11.294Z,limit,DOGE/USDT,0.14547,2263.5132,1710634931294
2.0,2024-03-17T00:22:13.222Z,limit,DOGE/USDT,0.14548,0.29096,1710634933222
11913.0,2024-03-17T00:22:16.061Z,limit,DOGE/USDT,0.14558,1734.29454,1710634936061
8657.0,2024-03-17T00:22:40.940Z,limit,DOGE/USDT,0.1455,1259.5935,1710634960940
12660.0,2024-03-17T00:22:47.879Z,limit,DOGE/USDT,0.1454,1840.764,1710634967879
7014.0,2024-03-17T00:23:17.801Z,limit,DOGE/USDT,0.14526,1018.85364,1710634997801
6226.0,2024-03-17T00:23:27.258Z,limit,DOGE/USDT,0.14527,904.45102,1710635007258
8059.0,2024-03-17T00:23:33.593Z,limit,DOGE/USDT,0.14531,1171.05329,1710635013593
12257.0,2024-03-17T00:23:35.691Z,limit,DOGE/USDT,0.14531,1781.06467,1710635015691
2815.0,2024-03-17T00:23:58.425Z,limit,DOGE/USDT,0.14511,408.48465,1710635038425
13116.0,2024-03-17T00:24:00.001Z,limit,DOGE/USDT,0.14511,1903.26276,1710635040001
764.0,2024-03-17T00:24:01.586Z,limit,DOGE/USDT,0.14515,110.8946,1710635041586
16287.0,2024-03-17T00:24:24.358Z,limit,DOGE/USDT,0.1453,2366.5011,1710635064358
6974.0,2024-03-17T00:24:31.194Z,limit,DOGE/USDT,0.14528,1013.18272,1710635071194
13670.0,2024-03-17T00:24:48.601Z,limit,DOGE/USDT,0.14519,1984.7473,1710635088601
6773.0,2024-03-17T00:24:57.352Z,limit,DOGE/USDT,0.14519,983.37187,1710635097352
1486.0,2024-03-17T00:25:01.141Z,limit,DOGE/USDT,0.14519,215.75234,1710635101141
13824.0,2024-03-17T00:25:05.348Z,limit,DOGE/USDT,0.14525,2007.936,1710635105348
2045.0,2024-03-17T00:25:06.419Z,limit,DOGE/USDT,0.14524,297.0158,1710635106419
4363.0,2024-03-17T00:25:16.474Z,limit,DOGE/USDT,0.14524,633.68212,1710635116474
10921.0,2024-03-17T00:25:20.677Z,limit,DOGE/USDT,0.1453,1586.8213,1710635120677
6054.0,2024-03-17T00:25:21.713Z,limit,DOGE/USDT,0.1453,879.6462,1710635121713
14259.0,2024-03-17T00:25:22.770Z,limit,DOGE/USDT,0.14526,2071.26234,1710635122770
8859.0,2024-03-17T00:25:27.522Z,limit,DOGE/USDT,0.14539,1288.01001,1710635127522
11543.0,2024-03-17T00:25:37.446Z,limit,DOGE/USDT,0.14541,1678.46763,1710635137446
2396.0,2024-03-17T00:25:48.067Z,limit,DOGE/USDT,0.1454,348.3784,1710635148067
15169.0,2024-03-17T00:25:50.690Z,limit,DOGE/USDT,0.1454,2205.5726,1710635150690
4244.0,2024-03-17T00:25:51.727Z,limit,DOGE/USDT,0.1454,617.0776,1710635151727
11997.0,2024-03-17T00:25:53.811Z,limit,DOGE/USDT,0.14541,1744.48377,1710635153811
10370.0,2024-03-17T00:25:57.497Z,limit,DOGE/USDT,0.14539,1507.6943,1710635157497
1058.0,2024-03-17T00:26:04.599Z,limit,DOGE/USDT,0.14548,153.91784,1710635164599
8287.0,2024-03-17T00:26:07.712Z,limit,DOGE/USDT,0.1454,1204.9298,1710635167712
7838.0,2024-03-17T00:26:18.914Z,limit,DOGE/USDT,0.14516,1137.76408,1710635178914
356.0,2024-03-17T00:26:29.342Z,limit,DOGE/USDT,0.14505,51.6378,1710635189342
8902.0,2024-03-17T00:26:29.869Z,limit,DOGE/USDT,0.14504,1291.14608,1710635189869
5562.0,2024-03-17T00:26:30.936Z,limit,DOGE/USDT,0.14497,806.32314,1710635190936
480.0,2024-03-17T00:26:36.729Z,limit,DOGE/USDT,0.14489,69.5472,1710635196729
9881.0,2024-03-17T00:26:40.400Z,limit,DOGE/USDT,0.14492,1431.95452,1710635200400
5366.0,2024-03-17T00:26:45.650Z,limit,DOGE/USDT,0.14487,777.37242,1710635205650
1059.0,2024-03-17T00:26:50.412Z,limit,DOGE/USDT,0.14508,153.63972,1710635210412
1449.0,2024-03-17T00:26:56.204Z,limit,DOGE/USDT,0.14509,210.23541,1710635216204
6503.0,2024-03-17T00:26:56.718Z,limit,DOGE/USDT,0.14508,943.45524,1710635216718
6224.0,2024-03-17T00:26:59.339Z,limit,DOGE/USDT,0.14508,902.97792,1710635219339
5203.0,2024-03-17T00:27:08.009Z,limit,DOGE/USDT,0.14497,754.27891,1710635228009
6274.0,2024-03-17T00:27:15.843Z,limit,DOGE/USDT,0.14492,909.22808,1710635235843
9086.0,2024-03-17T00:27:18.511Z,limit,DOGE/USDT,0.14484,1316.01624,1710635238511
3831.0,2024-03-17T00:27:23.773Z,limit,DOGE/USDT,0.145,555.495,1710635243773
3897.0,2024-03-17T00:27:44.169Z,limit,DOGE/USDT,0.14508,565.37676,1710635264169
2813.0,2024-03-17T00:27:45.179Z,limit,DOGE/USDT,0.14509,408.13817,1710635265179
963.0,2024-03-17T00:28:00.482Z,limit,DOGE/USDT,0.14499,139.62537,1710635280482
3704.0,2024-03-17T00:28:01.053Z,limit,DOGE/USDT,0.14501,537.11704,1710635281053
12641.0,2024-03-17T00:28:03.413Z,limit,DOGE/USDT,0.14493,1832.06013,1710635283413
4872.0,2024-03-17T00:28:08.400Z,limit,DOGE/USDT,0.14494,706.14768,1710635288400
11527.0,2024-03-17T00:28:16.789Z,limit,DOGE/USDT,0.14486,1669.80122,1710635296789
12791.0,2024-03-17T00:28:17.328Z,limit,DOGE/USDT,0.14486,1852.90426,1710635297328
16026.0,2024-03-17T00:28:23.604Z,limit,DOGE/USDT,0.14478,2320.24428,1710635303604
13051.0,2024-03-17T00:28:24.132Z,limit,DOGE/USDT,0.14478,1889.52378,1710635304132
2336.0,2024-03-17T00:28:33.167Z,limit,DOGE/USDT,0.14479,338.22944,1710635313167
3137.0,2024-03-17T00:28:47.350Z,limit,DOGE/USDT,0.14499,454.83363,1710635327350
14922.0,2024-03-17T00:28:48.411Z,limit,DOGE/USDT,0.14499,2163.54078,1710635328411
7991.0,2024-03-17T00:28:50.558Z,limit,DOGE/USDT,0.14499,1158.61509,1710635330558
13694.0,2024-03-17T00:28:54.247Z,limit,DOGE/USDT,0.145,1985.63,1710635334247
11099.0,2024-03-17T00:28:55.275Z,limit,DOGE/USDT,0.14499,1609.24401,1710635335275
12313.0,2024-03-17T00:28:57.891Z,limit,DOGE/USDT,0.14493,1784.52309,1710635337891
16054.0,2024-03-17T00:29:04.744Z,limit,DOGE/USDT,0.14488,2325.90352,1710635344744
13762.0,2024-03-17T00:29:05.254Z,limit,DOGE/USDT,0.14489,1993.97618,1710635345254
12366.0,2024-03-17T00:29:23.234Z,limit,DOGE/USDT,0.14485,1791.2151,1710635363234
20639.0,2024-03-17T00:29:23.754Z,limit,DOGE/USDT,0.14485,2989.55915,1710635363754
15795.0,2024-03-17T00:29:29.522Z,limit,DOGE/USDT,0.14462,2284.2729,1710635369522
10592.0,2024-03-17T00:29:30.195Z,limit,DOGE/USDT,0.14462,1531.81504,1710635370195
8880.0,2024-03-17T00:29:42.715Z,limit,DOGE/USDT,0.14469,1284.8472,1710635382715
16074.0,2024-03-17T00:29:44.809Z,limit,DOGE/USDT,0.14477,2327.03298,1710635384809
15302.0,2024-03-17T00:29:46.924Z,limit,DOGE/USDT,0.14478,2215.42356,1710635386924
16547.0,2024-03-17T00:29:52.667Z,limit,DOGE/USDT,0.14478,2395.67466,1710635392667
23395.0,2024-03-17T00:29:53.209Z,limit,DOGE/USDT,0.14478,3387.1281,1710635393209
7237.0,2024-03-17T00:30:03.228Z,limit,DOGE/USDT,0.14486,1048.35182,1710635403228
30400.0,2024-03-17T00:30:07.427Z,limit,DOGE/USDT,0.14492,4405.568,1710635407427
22399.0,2024-03-17T00:30:11.665Z,limit,DOGE/USDT,0.14493,3246.28707,1710635411665
11991.0,2024-03-17T00:30:12.714Z,limit,DOGE/USDT,0.14488,1737.25608,1710635412714
16490.0,2024-03-17T00:30:28.163Z,limit,DOGE/USDT,0.14492,2389.7308,1710635428163
8093.0,2024-03-17T00:30:31.780Z,limit,DOGE/USDT,0.14508,1174.13244,1710635431780
24985.0,2024-03-17T00:30:55.861Z,limit,DOGE/USDT,0.1447,3615.3295,1710635455861
7479.0,2024-03-17T00:31:06.444Z,limit,DOGE/USDT,0.1446,1081.4634,1710635466444
5031.0,2024-03-17T00:31:10.667Z,limit,DOGE/USDT,0.14463,727.63353,1710635470667
7372.0,2024-03-17T00:31:12.759Z,limit,DOGE/USDT,0.14462,1066.13864,1710635472759
2.0,2024-03-17T00:31:18.363Z,limit,DOGE/USDT,0.14459,0.28918,1710635478363
14371.0,2024-03-17T00:31:27.001Z,limit,DOGE/USDT,0.14454,2077.18434,1710635487001
10333.0,2024-03-17T00:31:27.536Z,limit,DOGE/USDT,0.14453,1493.42849,1710635487536
5059.0,2024-03-17T00:31:29.105Z,limit,DOGE/USDT,0.14454,731.22786,1710635489105
4.0,2024-03-17T00:31:30.067Z,limit,DOGE/USDT,0.14451,0.57804,1710635490067
1.0,2024-03-17T00:31:30.218Z,limit,DOGE/USDT,0.14443,0.14443,1710635490218
2.0,2024-03-17T00:31:31.382Z,limit,DOGE/USDT,0.1444,0.2888,1710635491382
13068.0,2024-03-17T00:31:34.352Z,limit,DOGE/USDT,0.14429,1885.58172,1710635494352
9663.0,2024-03-17T00:31:36.019Z,limit,DOGE/USDT,0.14443,1395.62709,1710635496019
9572.0,2024-03-17T00:31:39.712Z,limit,DOGE/USDT,0.14437,1381.90964,1710635499712
2714.0,2024-03-17T00:31:54.097Z,limit,DOGE/USDT,0.14436,391.79304,1710635514097
14098.0,2024-03-17T00:31:56.655Z,limit,DOGE/USDT,0.14434,2034.90532,1710635516655
10180.0,2024-03-17T00:31:59.804Z,limit,DOGE/USDT,0.14434,1469.3812,1710635519804
2031.0,2024-03-17T00:32:02.442Z,limit,DOGE/USDT,0.14449,293.45919,1710635522442
1263.0,2024-03-17T00:32:05.595Z,limit,DOGE/USDT,0.14444,182.42772,1710635525595
11732.0,2024-03-17T00:32:08.226Z,limit,DOGE/USDT,0.14444,1694.57008,1710635528226
10840.0,2024-03-17T00:32:14.606Z,limit,DOGE/USDT,0.14433,1564.5372,1710635534606
3209.0,2024-03-17T00:32:23.498Z,limit,DOGE/USDT,0.14432,463.12288,1710635543498
1048.0,2024-03-17T00:32:30.973Z,limit,DOGE/USDT,0.14415,151.0692,1710635550973
5126.0,2024-03-17T00:32:44.741Z,limit,DOGE/USDT,0.14422,739.27172,1710635564741
4397.0,2024-03-17T00:32:47.346Z,limit,DOGE/USDT,0.14423,634.17931,1710635567346
5919.0,2024-03-17T00:32:57.342Z,limit,DOGE/USDT,0.14427,853.93413,1710635577342
11049.0,2024-03-17T00:32:58.393Z,limit,DOGE/USDT,0.14428,1594.14972,1710635578393
6884.0,2024-03-17T00:33:02.108Z,limit,DOGE/USDT,0.14418,992.53512,1710635582108
5989.0,2024-03-17T00:33:12.583Z,limit,DOGE/USDT,0.14422,863.73358,1710635592583
260.0,2024-03-17T00:33:14.675Z,limit,DOGE/USDT,0.14423,37.4998,1710635594675
12491.0,2024-03-17T00:33:15.702Z,limit,DOGE/USDT,0.14422,1801.45202,1710635595702
5015.0,2024-03-17T00:33:31.181Z,limit,DOGE/USDT,0.14404,722.3606,1710635611181
8876.0,2024-03-17T00:33:31.702Z,limit,DOGE/USDT,0.14404,1278.49904,1710635611702
11962.0,2024-03-17T00:33:39.081Z,limit,DOGE/USDT,0.14404,1723.00648,1710635619081
2.0,2024-03-17T00:33:49.245Z,limit,DOGE/USDT,0.14377,0.28754,1710635629245
8528.0,2024-03-17T00:33:59.119Z,limit,DOGE/USDT,0.14382,1226.49696,1710635639119
833.0,2024-03-17T00:34:15.577Z,limit,DOGE/USDT,0.14386,119.83538,1710635655577
8490.0,2024-03-17T00:34:26.204Z,limit,DOGE/USDT,0.14383,1221.1167,1710635666204
216.0,2024-03-17T00:34:30.481Z,limit,DOGE/USDT,0.14383,31.06728,1710635670481
12516.0,2024-03-17T00:34:34.005Z,limit,DOGE/USDT,0.14383,1800.17628,1710635674005
6376.0,2024-03-17T00:34:37.293Z,limit,DOGE/USDT,0.14382,916.99632,1710635677293
7177.0,2024-03-17T00:34:46.357Z,limit,DOGE/USDT,0.14361,1030.68897,1710635686357
4.0,2024-03-17T00:34:51.127Z,limit,DOGE/USDT,0.14357,0.57428,1710635691127
4446.0,2024-03-17T00:34:52.373Z,limit,DOGE/USDT,0.14352,638.08992,1710635692373
2.0,2024-03-17T00:34:55.044Z,limit,DOGE/USDT,0.14351,0.28702,1710635695044
1.0,2024-03-17T00:34:55.208Z,limit,DOGE/USDT,0.1435,0.1435,1710635695208
10729.0,2024-03-17T00:34:58.202Z,limit,DOGE/USDT,0.14346,1539.18234,1710635698202
791.0,2024-03-17T00:35:12.572Z,limit,DOGE/USDT,0.14347,113.48477,1710635712572
9259.0,2024-03-17T00:35:17.804Z,limit,DOGE/USDT,0.14364,1329.96276,1710635717804
10867.0,2024-03-17T00:35:23.244Z,limit,DOGE/USDT,0.14351,1559.52317,1710635723244
14978.0,2024-03-17T00:35:24.284Z,limit,DOGE/USDT,0.14351,2149.49278,1710635724284
15912.0,2024-03-17T00:35:34.814Z,limit,DOGE/USDT,0.14335,2280.9852,1710635734814
15482.0,2024-03-17T00:35:45.200Z,limit,DOGE/USDT,0.14341,2220.27362,1710635745200
348.0,2024-03-17T00:35:57.915Z,limit,DOGE/USDT,0.14335,49.8858,1710635757915
10871.0,2024-03-17T00:36:00.853Z,limit,DOGE/USDT,0.14334,1558.24914,1710635760853
284.0,2024-03-17T00:36:03.504Z,limit,DOGE/USDT,0.14339,40.72276,1710635763504
7088.0,2024-03-17T00:36:17.661Z,limit,DOGE/USDT,0.14364,1018.12032,1710635777661
3945.0,2024-03-17T00:36:29.440Z,limit,DOGE/USDT,0.1438,567.291,1710635789440
2133.0,2024-03-17T00:36:42.075Z,limit,DOGE/USDT,0.14367,306.44811,1710635802075
14221.0,2024-03-17T00:36:54.666Z,limit,DOGE/USDT,0.14348,2040.42908,1710635814666
7073.0,2024-03-17T00:37:13.612Z,limit,DOGE/USDT,0.14348,1014.83404,1710635833612
2622.0,2024-03-17T00:37:35.344Z,limit,DOGE/USDT,0.1436,376.5192,1710635855344
7950.0,2024-03-17T00:37:43.252Z,limit,DOGE/USDT,0.1434,1140.03,1710635863252
10019.0,2024-03-17T00:37:44.815Z,limit,DOGE/USDT,0.14341,1436.82479,1710635864815
4501.0,2024-03-17T00:38:01.102Z,limit,DOGE/USDT,0.14346,645.71346,1710635881102
1965.0,2024-03-17T00:38:07.621Z,limit,DOGE/USDT,0.14347,281.91855,1710635887621
5164.0,2024-03-17T00:38:08.678Z,limit,DOGE/USDT,0.14345,740.7758,1710635888678
10373.0,2024-03-17T00:38:18.711Z,limit,DOGE/USDT,0.1435,1488.5255,1710635898711
8077.0,2024-03-17T00:38:21.909Z,limit,DOGE/USDT,0.14355,1159.45335,1710635901909
9053.0,2024-03-17T00:38:31.370Z,limit,DOGE/USDT,0.14362,1300.19186,1710635911370
5703.0,2024-03-17T00:38:35.184Z,limit,DOGE/USDT,0.14362,819.06486,1710635915184
6063.0,2024-03-17T00:38:39.224Z,limit,DOGE/USDT,0.14359,870.58617,1710635919224
9876.0,2024-03-17T00:38:40.295Z,limit,DOGE/USDT,0.14353,1417.50228,1710635920295
3775.0,2024-03-17T00:38:44.569Z,limit,DOGE/USDT,0.14352,541.788,1710635924569
7062.0,2024-03-17T00:38:45.180Z,limit,DOGE/USDT,0.14354,1013.67948,1710635925180
6567.0,2024-03-17T00:39:10.373Z,limit,DOGE/USDT,0.14332,941.18244,1710635950373
9573.0,2024-03-17T00:39:13.529Z,limit,DOGE/USDT,0.14332,1372.00236,1710635953529
1646.0,2024-03-17T00:39:40.893Z,limit,DOGE/USDT,0.14318,235.67428,1710635980893
13132.0,2024-03-17T00:39:48.235Z,limit,DOGE/USDT,0.14318,1880.23976,1710635988235
7911.0,2024-03-17T00:39:54.175Z,limit,DOGE/USDT,0.1431,1132.0641,1710635994175
12571.0,2024-03-17T00:40:05.887Z,limit,DOGE/USDT,0.14296,1797.15016,1710636005887
2.0,2024-03-17T00:40:06.480Z,limit,DOGE/USDT,0.14295,0.2859,1710636006480
4419.0,2024-03-17T00:40:09.564Z,limit,DOGE/USDT,0.14293,631.60767,1710636009564
4.0,2024-03-17T00:40:23.916Z,limit,DOGE/USDT,0.14263,0.57052,1710636023916
11953.0,2024-03-17T00:40:25.884Z,limit,DOGE/USDT,0.14259,1704.37827,1710636025884
9653.0,2024-03-17T00:40:30.230Z,limit,DOGE/USDT,0.1426,1376.5178,1710636030230
1622.0,2024-03-17T00:40:39.061Z,limit,DOGE/USDT,0.14261,231.31342,1710636039061
1.0,2024-03-17T00:40:40.475Z,limit,DOGE/USDT,0.14257,0.14257,1710636040475
1865.0,2024-03-17T00:40:47.481Z,limit,DOGE/USDT,0.14253,265.81845,1710636047481
12556.0,2024-03-17T00:40:48.536Z,limit,DOGE/USDT,0.14255,1789.8578,1710636048536
9657.0,2024-03-17T00:40:55.903Z,limit,DOGE/USDT,0.14257,1376.79849,1710636055903
3252.0,2024-03-17T00:41:00.246Z,limit,DOGE/USDT,0.14254,463.54008,1710636060246
16356.0,2024-03-17T00:41:11.179Z,limit,DOGE/USDT,0.14267,2333.51052,1710636071179
13152.0,2024-03-17T00:41:19.590Z,limit,DOGE/USDT,0.1428,1878.1056,1710636079590
9519.0,2024-03-17T00:41:22.894Z,limit,DOGE/USDT,0.1427,1358.3613,1710636082894
2507.0,2024-03-17T00:41:35.504Z,limit,DOGE/USDT,0.1425,357.2475,1710636095504
14597.0,2024-03-17T00:41:38.138Z,limit,DOGE/USDT,0.1425,2080.0725,1710636098138
6518.0,2024-03-17T00:41:47.084Z,limit,DOGE/USDT,0.14227,927.31586,1710636107084
10744.0,2024-03-17T00:41:54.910Z,limit,DOGE/USDT,0.14236,1529.51584,1710636114910
14454.0,2024-03-17T00:41:59.726Z,limit,DOGE/USDT,0.14227,2056.37058,1710636119726
16979.0,2024-03-17T00:42:02.890Z,limit,DOGE/USDT,0.14235,2416.96065,1710636122890
6406.0,2024-03-17T00:42:03.947Z,limit,DOGE/USDT,0.14236,911.95816,1710636123947
13424.0,2024-03-17T00:42:06.572Z,limit,DOGE/USDT,0.14244,1912.11456,1710636126572
1675.0,2024-03-17T00:42:12.849Z,limit,DOGE/USDT,0.14251,238.70425,1710636132849
2513.0,2024-03-17T00:42:28.183Z,limit,DOGE/USDT,0.14252,358.15276,1710636148183
8701.0,2024-03-17T00:42:29.143Z,limit,DOGE/USDT,0.14251,1239.97951,1710636149143
3878.0,2024-03-17T00:42:30.718Z,limit,DOGE/USDT,0.14262,553.08036,1710636150718
2.0,2024-03-17T00:42:44.851Z,limit,DOGE/USDT,0.14224,0.28448,1710636164851
10243.0,2024-03-17T00:42:57.260Z,limit,DOGE/USDT,0.14226,1457.16918,1710636177260
3865.0,2024-03-17T00:43:16.154Z,limit,DOGE/USDT,0.14217,549.48705,1710636196154
2.0,2024-03-17T00:43:23.385Z,limit,DOGE/USDT,0.14213,0.28426,1710636203385
8449.0,2024-03-17T00:43:31.350Z,limit,DOGE/USDT,0.14211,1200.68739,1710636211350
11323.0,2024-03-17T00:43:41.423Z,limit,DOGE/USDT,0.14217,1609.79091,1710636221423
12501.0,2024-03-17T00:43:42.409Z,limit,DOGE/USDT,0.14216,1777.14216,1710636222409
2834.0,2024-03-17T00:43:42.941Z,limit,DOGE/USDT,0.14216,402.88144,1710636222941
8148.0,2024-03-17T00:43:46.166Z,limit,DOGE/USDT,0.14216,1158.31968,1710636226166
14076.0,2024-03-17T00:43:54.493Z,limit,DOGE/USDT,0.14224,2002.17024,1710636234493
13222.0,2024-03-17T00:44:23.614Z,limit,DOGE/USDT,0.14223,1880.56506,1710636263614
11447.0,2024-03-17T00:44:41.570Z,limit,DOGE/USDT,0.14243,1630.39621,1710636281570
519.0,2024-03-17T00:44:49.983Z,limit,DOGE/USDT,0.14239,73.90041,1710636289983
13251.0,2024-03-17T00:44:52.071Z,limit,DOGE/USDT,0.14239,1886.80989,1710636292071
4367.0,2024-03-17T00:44:56.768Z,limit,DOGE/USDT,0.14237,621.72979,1710636296768
334.0,2024-03-17T00:44:59.515Z,limit,DOGE/USDT,0.14238,47.55492,1710636299515
10740.0,2024-03-17T00:45:09.157Z,limit,DOGE/USDT,0.14251,1530.5574,1710636309157
11199.0,2024-03-17T00:45:11.392Z,limit,DOGE/USDT,0.14258,1596.75342,1710636311392
2.0,2024-03-17T00:45:31.278Z,limit,DOGE/USDT,0.14295,0.2859,1710636331278
467.0,2024-03-17T00:45:34.635Z,limit,DOGE/USDT,0.14296,66.76232,1710636334635
835.0,2024-03-17T00:45:35.685Z,limit,DOGE/USDT,0.14296,119.3716,1710636335685
12611.0,2024-03-17T00:45:41.631Z,limit,DOGE/USDT,0.14306,1804.12966,1710636341631
9468.0,2024-03-17T00:45:49.605Z,limit,DOGE/USDT,0.14306,1354.49208,1710636349605
4137.0,2024-03-17T00:45:51.685Z,limit,DOGE/USDT,0.14306,591.83922,1710636351685
9841.0,2024-03-17T00:45:57.556Z,limit,DOGE/USDT,0.14298,1407.06618,1710636357556
10001.0,2024-03-17T00:46:00.917Z,limit,DOGE/USDT,0.14291,1429.24291,1710636360917
11379.0,2024-03-17T00:46:01.761Z,limit,DOGE/USDT,0.1429,1626.0591,1710636361761
8411.0,2024-03-17T00:46:14.992Z,limit,DOGE/USDT,0.1431,1203.6141,1710636374992
17144.0,2024-03-17T00:46:18.167Z,limit,DOGE/USDT,0.14317,2454.50648,1710636378167
14919.0,2024-03-17T00:46:19.179Z,limit,DOGE/USDT,0.14318,2136.10242,1710636379179
14668.0,2024-03-17T00:46:23.934Z,limit,DOGE/USDT,0.14325,2101.191,1710636383934
1896.0,2024-03-17T00:46:31.306Z,limit,DOGE/USDT,0.1432,271.5072,1710636391306
8111.0,2024-03-17T00:46:33.938Z,limit,DOGE/USDT,0.14309,1160.60299,1710636393938
2510.0,2024-03-17T00:46:37.069Z,limit,DOGE/USDT,0.14309,359.1559,1710636397069
4723.0,2024-03-17T00:46:38.135Z,limit,DOGE/USDT,0.1431,675.8613,1710636398135
11782.0,2024-03-17T00:46:56.540Z,limit,DOGE/USDT,0.14317,1686.82894,1710636416540
7924.0,2024-03-17T00:47:08.752Z,limit,DOGE/USDT,0.14329,1135.42996,1710636428752
2823.0,2024-03-17T00:47:12.112Z,limit,DOGE/USDT,0.14328,404.47944,1710636432112
3964.0,2024-03-17T00:47:14.192Z,limit,DOGE/USDT,0.14328,567.96192,1710636434192
13125.0,2024-03-17T00:47:16.792Z,limit,DOGE/USDT,0.14329,1880.68125,1710636436792
6805.0,2024-03-17T00:47:20.454Z,limit,DOGE/USDT,0.14328,975.0204,1710636440454
6608.0,2024-03-17T00:47:52.668Z,limit,DOGE/USDT,0.14315,945.9352,1710636472668
7077.0,2024-03-17T00:47:53.204Z,limit,DOGE/USDT,0.14317,1013.21409,1710636473204
8574.0,2024-03-17T00:48:04.731Z,limit,DOGE/USDT,0.14313,1227.19662,1710636484731
4928.0,2024-03-17T00:48:11.554Z,limit,DOGE/USDT,0.14327,706.03456,1710636491554
7275.0,2024-03-17T00:48:12.140Z,limit,DOGE/USDT,0.14326,1042.2165,1710636492140
3264.0,2024-03-17T00:48:13.654Z,limit,DOGE/USDT,0.14325,467.568,1710636493654
3547.0,2024-03-17T00:48:15.229Z,limit,DOGE/USDT,0.14326,508.14322,1710636495229
418.0,2024-03-17T00:48:21.605Z,limit,DOGE/USDT,0.14308,59.80744,1710636501605
8344.0,2024-03-17T00:48:46.340Z,limit,DOGE/USDT,0.14329,1195.61176,1710636526340
