type,symbol,amount,cost,datetime,timestamp,price
,DOGE/USD,133.588359,20.61802732806,2024-03-23T00:43:27.793Z,1711154607793,0.15434
,DOGE/USD,0.000136,2.099024e-05,2024-03-23T00:43:59.097Z,1711154639097,0.15434
,DOGE/USD,99.586464,15.37714590624,2024-03-23T00:43:59.097Z,1711154639097,0.15441
,DOGE/USD,0.000161,2.486001e-05,2024-03-23T00:44:12.042Z,1711154652042,0.15441
,DOGE/USD,9.063839,1.40072567906,2024-03-23T00:44:12.042Z,1711154652042,0.15454
,DOGE/USD,0.000197,3.044438e-05,2024-03-23T00:44:12.094Z,1711154652094,0.15454
,DOGE/USD,1297.269003,200.62265131395,2024-03-23T00:44:12.094Z,1711154652094,0.15465
,DOGE/USD,0.000245,3.788925e-05,2024-03-23T00:44:17.064Z,1711154657064,0.15465
,DOGE/USD,4.671055,0.7227056296,2024-03-23T00:44:17.064Z,1711154657064,0.15472
,DOGE/USD,0.000292,4.517824e-05,2024-03-23T00:44:17.065Z,1711154657065,0.15472
,DOGE/USD,163.858408,25.35381146984,2024-03-23T00:44:17.065Z,1711154657065,0.15473
,DOGE/USD,4.9964,0.772643296,2024-03-23T00:44:32.985Z,1711154672985,0.15464
,DOGE/USD,1293.326435,200.1034660232,2024-03-23T00:46:32.189Z,1711154792189,0.15472
,DOGE/USD,0.516301,0.0796136142,2024-03-23T00:48:35.136Z,1711154915136,0.1542
,DOGE/USD,0.516301,0.07959812517,2024-03-23T00:48:40.753Z,1711154920753,0.15417
,DOGE/USD,1.078797,0.16631813349,2024-03-23T00:48:53.236Z,1711154933236,0.15417
,DOGE/USD,0.172608,0.02661270144,2024-03-23T00:49:47.239Z,1711154987239,0.15418
,DOGE/USD,0.224389,0.03459629602,2024-03-23T00:50:00.054Z,1711155000054,0.15418
,DOGE/USD,0.19332,0.0298041444,2024-03-23T00:50:32.119Z,1711155032119,0.15417
,DOGE/USD,5000.0,770.85,2024-03-23T00:51:09.458Z,1711155069458,0.15417
,DOGE/USD,5000.0,770.85,2024-03-23T00:51:09.862Z,1711155069862,0.15417
,DOGE/USD,5000.0,770.85,2024-03-23T00:51:10.357Z,1711155070357,0.15417
,DOGE/USD,6560.0949,1011.369830733,2024-03-23T00:51:11.150Z,1711155071150,0.15417
,DOGE/USD,17053.7711,2629.179890487,2024-03-23T00:51:11.150Z,1711155071150,0.15417
,DOGE/USD,1687.5,260.161875,2024-03-23T00:51:11.150Z,1711155071150,0.15417
,DOGE/USD,24561.903091,3786.70859953947,2024-03-23T00:51:11.150Z,1711155071150,0.15417
,DOGE/USD,0.000377,5.833321e-05,2024-03-23T00:57:27.701Z,1711155447701,0.15473
,DOGE/USD,582.0721,90.180430453,2024-03-23T00:57:37.754Z,1711155457754,0.15493
,DOGE/USD,7.7e-05,1.192961e-05,2024-03-23T00:57:37.755Z,1711155457755,0.15493
,DOGE/USD,9.339523,1.44706569362,2024-03-23T00:57:37.755Z,1711155457755,0.15494
,DOGE/USD,8.1e-05,1.255014e-05,2024-03-23T00:57:37.763Z,1711155457763,0.15494
,DOGE/USD,64.528519,9.99998458943,2024-03-23T00:57:37.763Z,1711155457763,0.15497
,DOGE/USD,129.349361,20.04397698056,2024-03-23T00:57:41.499Z,1711155461499,0.15496
,DOGE/USD,3.9e-05,6.04383e-06,2024-03-23T00:57:41.499Z,1711155461499,0.15497
,DOGE/USD,6.1e-05,9.45317e-06,2024-03-23T01:02:09.974Z,1711155729974,0.15497
,DOGE/USD,902.210539,140.00503144202,2024-03-23T01:02:09.974Z,1711155729974,0.15518
,DOGE/USD,391.1158,60.693349844,2024-03-23T01:02:09.975Z,1711155729975,0.15518
,DOGE/USD,9.6e-05,1.489728e-05,2024-03-23T01:02:10.337Z,1711155730337,0.15518
,DOGE/USD,1.471301,0.22847833229,2024-03-23T01:02:10.337Z,1711155730337,0.15529
,DOGE/USD,1.471203,0.22846311387,2024-03-23T01:02:10.337Z,1711155730337,0.15529
,DOGE/USD,9.8e-05,1.521842e-05,2024-03-23T01:02:10.343Z,1711155730343,0.15529
,DOGE/USD,0.207124,0.03217464216,2024-03-23T01:02:10.343Z,1711155730343,0.15534
,DOGE/USD,1.471178,0.22853279052,2024-03-23T01:02:10.343Z,1711155730343,0.15534
,DOGE/USD,0.000145,2.25243e-05,2024-03-23T01:03:33.846Z,1711155813846,0.15534
,DOGE/USD,30.854655,4.7954304801,2024-03-23T01:03:33.846Z,1711155813846,0.15542
,DOGE/USD,0.00023,3.57466e-05,2024-03-23T01:03:33.846Z,1711155813846,0.15542
,DOGE/USD,657.06327,102.1273440561,2024-03-23T01:03:33.846Z,1711155813846,0.15543
,DOGE/USD,0.000321,4.989303e-05,2024-03-23T01:03:35.262Z,1711155815262,0.15543
,DOGE/USD,0.620388,0.0965013534,2024-03-23T01:03:35.262Z,1711155815262,0.15555
,DOGE/USD,579.672807,90.2550560499,2024-03-23T01:03:48.749Z,1711155828749,0.1557
,DOGE/USD,32.890296,5.12134799016,2024-03-23T01:03:48.749Z,1711155828749,0.15571
,DOGE/USD,75.7673,11.797726283,2024-03-23T01:03:59.277Z,1711155839277,0.15571
,DOGE/USD,6.6e-05,1.027686e-05,2024-03-23T01:04:03.588Z,1711155843588,0.15571
,DOGE/USD,0.620434,0.09661398248,2024-03-23T01:04:03.588Z,1711155843588,0.15572
,DOGE/USD,0.000163,2.538236e-05,2024-03-23T01:04:03.589Z,1711155843589,0.15572
,DOGE/USD,37.567537,5.85039253701,2024-03-23T01:04:03.589Z,1711155843589,0.15573
,DOGE/USD,0.00018,2.80314e-05,2024-03-23T01:04:03.604Z,1711155843604,0.15573
,DOGE/USD,98.72692,15.37671779,2024-03-23T01:04:03.604Z,1711155843604,0.15575
,DOGE/USD,240.9483,37.525288242,2024-03-23T01:04:05.260Z,1711155845260,0.15574
