date,open,high,low,close,volume
1712510400000,0.20062,0.20062,0.20035,0.20035,2626.5104
1712510460000,0.20027,0.20027,0.2002,0.20025,17775.7933
1712510520000,0.20025,0.20058,0.20025,0.20054,37728.9386
1712510580000,0.20051,0.20051,0.19975,0.19989,407918.9372
1712510640000,0.19988,0.20006,0.19972,0.20002,2277004.061
1712510700000,0.19994,0.20007,0.19989,0.2,94679.36
1712510760000,0.19994,0.2001,0.19986,0.20004,200125.201
1712510820000,0.20005,0.20028,0.20005,0.20028,65846.6842
1712510880000,0.20024,0.2003,0.2001,0.20027,71672.3174
1712510940000,0.20027,0.20027,0.19999,0.19999,25475.6622
1712511000000,0.20018,0.20031,0.19998,0.19998,60290.3988
1712511060000,0.19999,0.2003,0.19984,0.20029,62575.7206
1712511120000,0.20031,0.20031,0.19986,0.19994,54053.1225
1712511180000,0.19987,0.20029,0.19986,0.20023,69239.1696
1712511240000,0.20017,0.20032,0.20001,0.20021,94191.1271
1712511300000,0.20017,0.20041,0.20006,0.20041,26747.1693
1712511360000,0.20032,0.20036,0.20018,0.20036,26949.2507
1712511420000,0.20042,0.20042,0.20018,0.2002,67964.8732
1712511480000,0.20018,0.2003,0.20015,0.20019,51362.6878
1712511540000,0.20017,0.20018,0.19988,0.19994,102638.9412
1712511600000,0.19996,0.19999,0.19982,0.19991,74088.1341
1712511660000,0.19994,0.19996,0.19983,0.19987,28269.8073
1712511720000,0.19989,0.19994,0.19975,0.19981,46642.8295
1712511780000,0.19978,0.19987,0.19955,0.19958,74133.1327
1712511840000,0.19958,0.20001,0.19954,0.19978,84220.6341
1712511900000,0.19972,0.19987,0.19935,0.19937,105195.1852
1712511960000,0.19945,0.19978,0.19945,0.19975,50502.8273
1712512020000,0.19985,0.20039,0.19984,0.20024,134511.0765
1712512080000,0.20028,0.20032,0.19997,0.19997,43171.217
1712512140000,0.19996,0.19996,0.19956,0.19964,53730.0996
1712512200000,0.19967,0.19997,0.19965,0.19985,23415.0256
1712512260000,0.19986,0.19986,0.19956,0.1996,35743.4414
1712512320000,0.19966,0.20004,0.19966,0.19999,69805.599
1712512380000,0.20001,0.20001,0.19975,0.19989,28106.1098
1712512440000,0.19986,0.19986,0.19958,0.19962,43754.7968
1712512500000,0.19963,0.19963,0.1993,0.19933,94518.5356
1712512560000,0.19935,0.19954,0.19925,0.19954,111974.8112
