date,open,high,low,close,volume
1712510400000,0.2006734,0.2006734,0.2006734,0.2006734,0.0
1712510460000,0.2004162,0.2004162,0.2003038,0.2003038,576.5
1712510520000,0.2003037,0.2005133,0.2003037,0.2005133,25676.3704
1712510580000,0.2004443,0.2004443,0.2001063,0.2001073,7483.96668482
1712510640000,0.2000122,0.2001548,0.2000122,0.2001138,118103.61613528
1712510700000,0.2001929,0.2001971,0.2001929,0.2001962,30913.60571491
1712510760000,0.2000191,0.2001709,0.2000122,0.2001003,146466.09437801
1712510820000,0.2002361,0.2003818,0.2002361,0.2003818,95012.4216033
1712510880000,0.2002576,0.2004026,0.2002576,0.2004026,587.52
1712510940000,0.200191,0.2001911,0.200191,0.2001911,15697.53376934
1712511000000,0.2001228,0.2001393,0.2001228,0.2001393,25008.04186023
1712511060000,0.2002104,0.2002713,0.2002104,0.2002713,355.23
1712511120000,0.2001998,0.2001998,0.2000248,0.200131,376189.35566988
1712511180000,0.2000122,0.2004027,0.2000122,0.2003691,239193.93497416
1712511240000,0.2004132,0.2004132,0.2002898,0.2002898,25647.4
1712511300000,0.2003974,0.2004636,0.2003974,0.2004636,24062.10439584
1712511360000,0.2002726,0.2004439,0.2002726,0.2004439,9729.896
1712511420000,0.2005139,0.2005595,0.2005139,0.2005595,19614.5778344
1712511480000,0.2003714,0.2003714,0.2003336,0.2003336,1104.91973485
1712511540000,0.2002486,0.2002737,0.2002486,0.2002737,179.96
1712511600000,0.2000808,0.2000808,0.2000807,0.2000807,1394.81702427
1712511660000,0.2000807,0.2000807,0.1999389,0.1999669,190829.5120731
1712511720000,0.1999862,0.1999862,0.1999056,0.1999056,2580.959
1712511780000,0.1999837,0.1999837,0.1999019,0.1999019,1602.15
1712511840000,0.1996124,0.1999837,0.1995709,0.1999636,182644.15268539
1712511900000,0.1997174,0.1997174,0.1997174,0.1997174,293.81
1712511960000,0.1995798,0.1997169,0.1995582,0.1996883,277375.7166666
1712512020000,0.1996884,0.2004741,0.1996884,0.2003361,74800.9171485
1712512080000,0.2003761,0.2003761,0.200086,0.2001433,63453.59058795
1712512140000,0.2000235,0.2000235,0.1997226,0.1997226,2701.87332975
1712512200000,0.1997799,0.2000116,0.1997602,0.1999331,14345.85076142
1712512260000,0.199874,0.1999015,0.1998367,0.1998367,63593.37528549
1712512320000,0.1997502,0.1999837,0.1997502,0.1999837,5768.266
1712512380000,0.1999837,0.1999837,0.1999837,0.1999837,1205.40424045
1712512440000,0.1999,0.1999,0.199561,0.1996273,183851.1412838
1712512500000,0.1995,0.1995,0.1993114,0.1993114,99750.6450104
1712512560000,0.1993114,0.1993115,0.1993114,0.1993115,446386.64747025
1712512620000,0.199426,0.19963,0.199426,0.1996299,10191.34602758
1712512680000,0.19963,0.1998387,0.19963,0.1997784,102394.17320058
1712512740000,0.1998907,0.1998907,0.1998907,0.1998907,1000.66
1712512800000,0.1999191,0.1999191,0.1996698,0.1998689,1085600.22678937
1712512860000,0.1999455,0.1999455,0.1993428,0.1994013,25188.44900306
1712512920000,0.1994013,0.1994014,0.1985394,0.1985997,375936.54114983
1712512980000,0.1985361,0.1985361,0.1976,0.1979807,1271175.96664012
1712513040000,0.1980134,0.1983097,0.1979913,0.1983097,32555.86915166
