buy_exchange,sell_exchange,volume,profit,fund_remaintime
gemini,okx,129178763.0,24.40513481099697,11122.811451016967,88.12897825241089
gemini,okx,129178763.0,24.32589974399889,11147.137350760966,89.14197397232056
gemini,okx,129178763.0,24.32589974399889,11171.463250504965,90.1499764919281
gemini,okx,129178763.0,23.834925949000535,11195.298176453965,91.1669852733612
gemini,okx,129178763.0,23.740068838000298,11219.038245291966,92.17400622367859
gemini,okx,129178763.0,23.276525522000156,11242.314770813966,93.18498587608337
gemini,okx,129178763.0,23.276525522000156,11265.591296335966,94.19899559020996
gemini,okx,129178763.0,23.26579612400019,11288.857092459966,95.20997929573059
gemini,okx,129178763.0,24.26905254799931,11313.126145007966,96.22576808929443
gemini,okx,129178763.0,23.630718771999454,11336.756863779965,97.24607944488525
gemini,okx,129178763.0,23.875610858000073,11360.632474637965,98.25998616218567
gemini,okx,129178763.0,23.875610858000073,11384.508085495965,99.26797699928284
gemini,okx,129178763.0,23.41733995499999,11407.925425450965,100.28099322319031
gemini,okx,129178763.0,23.048251760999847,11430.973677211965,101.29698133468628
gemini,okx,129178763.0,23.21381140899939,11454.187488620964,102.30997729301453
gemini,okx,129178763.0,22.93841712199901,11477.125905742963,103.32498812675476
gemini,okx,129178763.0,22.93841712199901,11500.064322864962,104.34306120872498
gemini,okx,129178763.0,23.7991210830005,11523.863443947963,105.35707020759583
gemini,okx,129178763.0,23.02146225800061,11546.884906205963,106.3649697303772
gemini,okx,129178763.0,23.146152052000616,11570.031058257964,107.37897992134094
gemini,okx,129178763.0,23.146152052000616,11593.177210309965,108.39900207519531
gemini,okx,129178763.0,23.198624355998618,11616.375834665963,109.4119782447815
gemini,okx,129178763.0,23.670816004998414,11640.046650670962,110.42198443412781
gemini,okx,129178763.0,23.670816004998414,11663.71746667596,111.43298578262329
gemini,okx,129178763.0,23.60430136299874,11687.321768038959,112.44597244262695
gemini,okx,129178763.0,23.434642591999364,11710.756410630958,113.44996452331543
gemini,okx,129178763.0,23.12770975300009,11733.884120383958,114.46598410606384
gemini,okx,44407837.0,7.444108779000089,11741.328229162958,115.47897243499756
gemini,okx,44407837.0,7.350737123999352,11748.678966286958,116.49304986000061
gemini,okx,44407837.0,7.325892610000665,11756.004858896958,117.50906348228455
gemini,okx,44407837.0,7.325892610000665,11763.33075150696,118.51997208595276
gemini,okx,44407837.0,7.327293105001445,11770.65804461196,119.53497338294983
gemini,okx,44407837.0,7.240704346002531,11777.898748957963,120.53697729110718
gemini,okx,44407837.0,7.044029315000444,11784.942778272964,121.55200695991516
gemini,okx,44407837.0,6.991529110999181,11791.934307383963,122.5680136680603
gemini,okx,44407837.0,6.991529110999181,11798.925836494962,123.57602715492249
gemini,okx,44407837.0,7.666147964000629,11806.591984458963,124.59198236465454
gemini,okx,44407837.0,7.799371475000953,11814.391355933963,125.60897755622864
gemini,okx,44407837.0,7.677282538999862,11822.068638472963,126.62197089195251
gemini,okx,44407837.0,7.775825304999671,11829.844463777963,127.63898015022278
gemini,okx,44407837.0,7.80605222000122,11837.650515997964,128.6589891910553
gemini,okx,44407837.0,7.80605222000122,11845.456568217965,129.66919326782227
gemini,okx,44407837.0,7.843779312001061,11853.300347529967,130.6859929561615
gemini,okx,44407837.0,7.751609631000974,11861.051957160968,131.69797611236572
gemini,okx,44407837.0,7.860187149000922,11868.912144309968,132.70697927474976
gemini,okx,44407837.0,7.860187149000922,11876.77233145897,133.71599054336548
gemini,okx,44407837.0,7.845457538000119,11884.61778899697,134.72899293899536
gemini,okx,44407837.0,7.860187149000922,11892.47797614597,135.73996424674988
gemini,okx,44407837.0,7.837402709999878,11900.31537885597,136.74696445465088
gemini,okx,44407837.0,7.806474664999769,11908.12185352097,137.75697708129883
gemini,okx,44407837.0,7.860187149000922,11915.982040669971,138.77098536491394
gemini,okx,44407837.0,7.860187149000922,11923.842227818972,139.78597140312195
gemini,okx,44407837.0,7.860187149000922,11931.702414967973,140.80104303359985
gemini,okx,44407837.0,8.252842008001608,11939.955256975974,141.81696772575378
gemini,okx,44407837.0,8.296457682001346,11948.251714657976,142.82641077041626
gemini,okx,44407837.0,8.084453249000944,11956.336167906977,143.83997058868408
gemini,okx,44407837.0,8.084453249000944,11964.420621155978,144.85698580741882
gemini,okx,44407837.0,8.048865675002162,11972.46948683098,145.8650782108307
gemini,okx,44407837.0,7.982273324001653,11980.451760154981,146.87797212600708
gemini,okx,44407837.0,7.966498065999986,11988.418258220981,147.889981508255
gemini,okx,44407837.0,7.966498065999986,11996.384756286981,148.90517663955688
gemini,okx,44407837.0,7.815779312000814,12004.200535598982,149.91999292373657
gemini,okx,44407837.0,7.876817945001676,12012.077353543984,150.9229769706726
gemini,okx,84770926.0,15.508033408999836,12027.585386952984,153.96096467971802
gemini,okx,84770926.0,15.436884503998954,12043.022271456983,154.98196816444397
gemini,okx,84770926.0,15.436884504000773,12058.459155960983,155.98597645759583
gemini,okx,84770926.0,15.791707044001669,12074.250863004985,157.0001814365387
gemini,okx,129178763.0,24.140004910001153,12098.390867914986,158.01117539405823
gemini,okx,129178763.0,23.92449770500025,12122.315365619987,159.0299870967865
gemini,okx,129178763.0,24.36823296100374,12146.68359858099,160.04297733306885
gemini,okx,44407837.0,8.389553287002855,12155.073151867993,161.0511770248413
gemini,okx,44407837.0,8.490496867001639,12163.563648734995,162.06499528884888
gemini,okx,44407837.0,8.452836931001002,12172.016485665996,163.0770571231842
gemini,okx,44407837.0,8.333361063001576,12180.349846728997,164.09197521209717
gemini,okx,44407837.0,8.228503674999956,12188.578350403997,165.10497379302979
gemini,okx,44407837.0,8.228503674999956,12196.806854078997,166.11150789260864
gemini,okx,44407837.0,8.215449844999966,12205.022303923997,167.11608839035034
gemini,okx,44407837.0,7.873548639003275,12212.895852563,168.13800239562988
gemini,okx,84770926.0,15.003546374002326,12227.899398937003,169.1520118713379
gemini,okx,84770926.0,14.945381300000008,12242.844780237003,170.16097283363342
gemini,okx,84770926.0,14.945381300000008,12257.790161537003,171.17598605155945
gemini,okx,129178763.0,21.84180280900182,12279.631964346005,172.19398522377014
gemini,okx,129178763.0,21.84180280900182,12301.473767155006,173.20197248458862
gemini,okx,129178763.0,22.018951616000777,12323.492718771007,174.21598386764526
gemini,okx,129178763.0,22.06919620700137,12345.561914978009,175.22599291801453
gemini,okx,129178763.0,22.033692143000735,12367.59560712101,176.2359917163849
gemini,okx,129178763.0,22.577891416001876,12390.173498537011,177.24698948860168
gemini,okx,129178763.0,22.844353999002124,12413.017852536013,178.2529730796814
gemini,okx,129178763.0,22.844353999000305,12435.862206535014,179.25797653198242
gemini,okx,129178763.0,22.174610855001447,12458.036817390015,180.26099300384521
gemini,okx,129178763.0,22.335998904001826,12480.372816294017,181.2759714126587
gemini,okx,129178763.0,21.733329136000975,12502.106145430018,182.2851436138153
gemini,okx,129178763.0,21.733329136000975,12523.839474566019,183.29798936843872
gemini,okx,84770926.0,14.684548068002186,12538.524022634021,184.31897854804993
gemini,okx,84770926.0,14.492430614001933,12553.016453248023,185.32697653770447
gemini,okx,84770926.0,14.466573735000566,12567.483026983024,186.34099054336548
gemini,okx,84770926.0,14.2639290850002,12581.746956068024,187.35398530960083
gemini,okx,84770926.0,13.738922929998807,12595.485878998023,188.36698484420776
gemini,okx,84770926.0,13.738922929998807,12609.224801928021,189.37997484207153
gemini,okx,84770926.0,13.990679434000413,12623.215481362022,190.3929889202118
gemini,okx,84770926.0,14.181170025001848,12637.396651387024,191.4079818725586
gemini,okx,84770926.0,13.82490371700078,12651.221555104024,192.423983335495
gemini,okx,129178763.0,21.09240952700202,12672.313964631026,193.4370527267456
gemini,okx,84770926.0,13.916886041000907,12686.230850672027,194.451966047287
gemini,okx,129178763.0,20.89716416000192,12707.12801483203,195.47497820854187
gemini,okx,129178763.0,20.700196385001618,12727.828211217031,196.4849832057953
gemini,okx,129178763.0,20.58132195000144,12748.409533167032,197.49197387695312
gemini,okx,129178763.0,20.46316931399997,12768.872702481032,198.5070412158966
gemini,okx,84770926.0,12.804519027002243,12781.677221508035,199.51696634292603
gemini,okx,129178763.0,19.359044978002203,12801.036266486037,200.529052734375
gemini,okx,129178763.0,19.14240980800423,12820.178676294041,201.5439851284027
gemini,okx,44407837.0,6.903099085002395,12827.081775379043,202.5560290813446
gemini,okx,44407837.0,6.661175550001644,12833.742950929045,203.56813097000122
gemini,okx,44407837.0,6.661175550001644,12840.404126479047,204.58297657966614
gemini,okx,44407837.0,6.661175550001644,12847.065302029048,205.59809947013855
gemini,okx,44407837.0,6.601529494000715,12853.666831523049,206.608989238739
gemini,okx,44407837.0,6.326460196003609,12859.993291719053,207.6219801902771
gemini,okx,44407837.0,6.2170971800005645,12866.210388899053,208.63899564743042
gemini,okx,44407837.0,5.978650158000164,12872.189039057053,209.64197707176208
gemini,okx,44407837.0,5.978650158000164,12878.167689215054,210.65297627449036
gemini,okx,44407837.0,5.951449618001789,12884.119138833055,211.66401553153992
gemini,okx,44407837.0,6.051086367000607,12890.170225200056,212.67997217178345
gemini,okx,44407837.0,5.913694393999322,12896.083919594055,213.6930205821991
gemini,okx,44407837.0,5.981542122000974,12902.065461716056,214.705011844635
gemini,okx,44407837.0,5.981542122000974,12908.047003838057,215.71897196769714
gemini,okx,44407837.0,6.352547606000371,12914.399551444058,216.73800015449524
gemini,okx,44407837.0,6.646717532001276,12921.046268976059,217.7489697933197
gemini,okx,44407837.0,6.597855865002202,12927.644124841061,218.7605903148651
gemini,okx,44407837.0,6.959151066001141,12934.603275907062,219.77598929405212
gemini,okx,44407837.0,6.959151066001141,12941.562426973063,220.78998804092407
gemini,okx,44407837.0,6.959702702000868,12948.522129675064,221.80499243736267
gemini,okx,44407837.0,6.953118561001247,12955.475248236065,222.8149859905243
gemini,okx,44407837.0,7.141706833999706,12962.616955070065,223.8299798965454
gemini,okx,44407837.0,7.149952470999779,12969.766907541065,224.84200072288513
gemini,okx,44407837.0,7.1379150270004175,12976.904822568065,225.8559730052948
gemini,okx,129178763.0,20.207142663000923,12997.111965231066,226.8659839630127
gemini,okx,129178763.0,19.4142443130022,13016.526209544068,227.88099718093872
gemini,okx,129178763.0,19.41424431300038,13035.940453857069,228.89198756217957
gemini,okx,129178763.0,19.21919230700405,13055.159646164073,229.9059817790985
gemini,okx,129178763.0,19.02530589700109,13074.184952061074,230.92197942733765
gemini,okx,129178763.0,20.460782301001018,13094.645734362075,231.93397450447083
gemini,okx,129178763.0,20.460782301001018,13115.106516663076,232.94901251792908
gemini,okx,129178763.0,21.12861260400132,13136.235129267077,233.96301770210266
gemini,okx,129178763.0,21.276698292002038,13157.51182755908,234.97397375106812
gemini,okx,129178763.0,21.27669829200022,13178.78852585108,235.99297761917114
gemini,okx,129178763.0,21.162086344000272,13199.95061219508,236.99652099609375
gemini,okx,129178763.0,21.126874988001873,13221.077487183082,238.0119776725769
gemini,okx,129178763.0,20.918980011001622,13241.996467194083,239.02499055862427
gemini,okx,129178763.0,20.91898001100344,13262.915447205087,240.03508973121643
gemini,okx,129178763.0,20.782242424002106,13283.697689629089,241.0462167263031
gemini,okx,129178763.0,20.132289094000953,13303.82997872309,242.05997800827026
gemini,okx,129178763.0,20.297969061000913,13324.12794778409,243.0689661502838
gemini,okx,129178763.0,20.211468707999302,13344.33941649209,244.08911180496216
gemini,okx,129178763.0,20.211468707999302,13364.55088520009,245.09410500526428
gemini,okx,129178763.0,19.53680351300136,13384.08768871309,246.10698246955872
gemini,okx,129178763.0,19.383623021001767,13403.471311734093,247.1279833316803
gemini,okx,129178763.0,19.197158665001552,13422.668470399094,248.1369915008545
gemini,okx,129178763.0,19.197158665001552,13441.865629064096,249.1499764919281
gemini,okx,129178763.0,18.8645640140021,13460.730193078098,250.1659824848175
gemini,okx,129178763.0,18.12620273400171,13478.8563958121,251.17598819732666
gemini,okx,129178763.0,18.16939542700129,13497.0257912391,252.18798542022705
gemini,okx,129178763.0,18.248218759999872,13515.2740099991,253.19997239112854
gemini,okx,129178763.0,18.252672589998838,13533.5266825891,254.20697712898254
gemini,okx,129178763.0,18.252672589998838,13551.779355179098,255.21797728538513
gemini,okx,129178763.0,17.828518567001083,13569.6078737461,256.23602414131165
gemini,okx,129178763.0,18.181654856000023,13587.7895286021,257.2529671192169
gemini,okx,129178763.0,18.716980558001524,13606.5065091601,258.2639739513397
gemini,okx,129178763.0,17.939681065001423,13624.446190225102,259.2719728946686
gemini,okx,129178763.0,17.939681065001423,13642.385871290104,260.28498792648315
gemini,okx,129178763.0,18.002915993001807,13660.388787283106,261.2979824542999
gemini,okx,129178763.0,17.273792857000444,13677.662580140106,262.3139910697937
gemini,okx,129178763.0,17.574192663001668,13695.236772803108,263.3291733264923
gemini,okx,129178763.0,17.471850075000475,13712.708622878108,264.34299778938293
gemini,okx,129178763.0,17.545450808001988,13730.25407368611,265.35697746276855
gemini,okx,129178763.0,17.216550059001747,13747.470623745112,266.36054491996765
gemini,okx,129178763.0,17.216550059001747,13764.687173804114,267.37198662757874
gemini,okx,129178763.0,17.185373249001714,13781.872547053115,268.385986328125
gemini,okx,184353840.0,19.70813771399662,13801.580684767112,281.5489695072174
gemini,okx,129178763.0,13.190968072000032,13814.771652839112,282.56197237968445
gemini,okx,44407837.0,5.022435646000304,13819.794088485112,283.5749862194061
gemini,okx,44407837.0,5.361394270001256,13825.155482755114,284.58697748184204
gemini,okx,44407837.0,5.464390866000031,13830.619873621114,285.5989751815796
gemini,okx,44407837.0,5.2681247660020745,13835.887998387116,286.6039845943451
gemini,okx,44407837.0,5.284532603000116,13841.172530990116,287.6079812049866
gemini,okx,44407837.0,5.41775611400044,13846.590287104116,288.62199354171753
gemini,okx,129178763.0,15.711023247000412,13862.301310351117,289.63721203804016
gemini,okx,129178763.0,15.264276727000833,13877.565587078117,290.651211977005
gemini,okx,129178763.0,15.136940823002078,13892.70252790112,291.66297340393066
gemini,okx,129178763.0,14.804598001999693,13907.50712590312,292.66806626319885
gemini,okx,84770926.0,9.436801859999832,13916.943927763119,296.718976020813
gemini,okx,129178763.0,13.966126690002056,13930.910054453121,297.73197507858276
gemini,okx,129178763.0,13.45293217300059,13944.362986626122,298.7450339794159
gemini,okx,84770926.0,9.02992561999963,13953.392912246121,299.7599756717682
gemini,okx,84770926.0,9.010444859000927,13962.403357105122,300.7729914188385
gemini,okx,84770926.0,9.077630836000026,13971.480987941122,301.78299713134766
gemini,okx,84770926.0,9.155260008001278,13980.636247949124,302.7969882488251
gemini,okx,84770926.0,8.898694292998698,13989.534942242122,303.8059809207916
gemini,okx,84770926.0,8.903178423999634,13998.438120666122,304.8219850063324
gemini,okx,129178763.0,13.463155994000772,14011.901276660123,305.8250319957733
gemini,okx,129178763.0,13.448581587999797,14025.349858248122,306.83997082710266
gemini,okx,129178763.0,13.49623911600247,14038.846097364125,307.8449749946594
gemini,okx,129178763.0,13.75080544100092,14052.596902805126,308.85896825790405
gemini,okx,129178763.0,13.929714631001843,14066.526617436128,309.8769829273224
gemini,okx,129178763.0,13.929714631001843,14080.45633206713,310.8969750404358
gemini,okx,129178763.0,13.601191473002473,14094.057523540132,311.91001653671265
gemini,okx,129178763.0,13.601191473002473,14107.658715013134,312.91901659965515
gemini,okx,129178763.0,13.757302675001483,14121.416017688136,313.92996549606323
gemini,okx,129178763.0,13.129422212001373,14134.545439900137,314.930965423584
gemini,okx,129178763.0,13.681871132999731,14148.227311033137,315.94099593162537
gemini,okx,129178763.0,13.681871132999731,14161.909182166137,316.9549653530121
gemini,okx,129178763.0,13.426095054001053,14175.335277220138,317.9710440635681
gemini,okx,129178763.0,13.426095054001053,14188.761372274139,318.98098611831665
gemini,okx,129178763.0,13.339932988001237,14202.10130526214,319.9940609931946
gemini,okx,129178763.0,13.42470391400093,14215.526009176141,321.00688219070435
gemini,okx,129178763.0,14.404994006001289,14229.931003182142,322.01997590065
gemini,okx,129178763.0,14.1333818230014,14244.064385005144,323.0279700756073
gemini,okx,129178763.0,14.186284598001293,14258.250669603145,324.04297375679016
gemini,okx,129178763.0,13.723776525001085,14271.974446128146,325.052987575531
gemini,okx,129178763.0,13.723776525001085,14285.698222653147,326.0690052509308
gemini,okx,129178763.0,13.705924189000143,14299.404146842147,327.07698488235474
gemini,okx,129178763.0,14.086480336001841,14313.49062717815,328.08897852897644
gemini,okx,129178763.0,14.023871825002061,14327.514499003151,329.10501527786255
gemini,okx,129178763.0,13.11603053300314,14340.630529536154,330.11897230148315
gemini,okx,129178763.0,12.924690445999659,14353.555219982154,331.13498616218567
gemini,okx,129177023.0,12.924525145999723,14366.479745128154,332.1379976272583
gemini,okx,129177023.0,12.774893447998693,14379.254638576153,333.1549713611603
gemini,okx,129177023.0,12.77095307700074,14392.025591653153,334.16098403930664
gemini,okx,129177023.0,13.18621674499991,14405.211808398153,335.17697191238403
gemini,okx,129177023.0,12.827506759000244,14418.039315157153,336.1869647502899
gemini,okx,44407837.0,4.536181671001032,14422.575496828154,337.19697761535645
gemini,okx,44407837.0,4.536181671001032,14427.111678499155,338.2069664001465
gemini,okx,44407837.0,4.571508142000312,14431.683186641156,339.22597312927246
gemini,okx,44407837.0,4.626146230000813,14436.309332871157,340.2289819717407
gemini,okx,129178763.0,12.731254866999734,14449.040587738156,341.2459933757782
gemini,okx,129178763.0,13.835033435998412,14462.875621174155,342.2549946308136
gemini,okx,129178763.0,13.835033435998412,14476.710654610153,343.2689731121063
gemini,okx,129177023.0,13.426105707001625,14490.136760317155,344.2799952030182
gemini,okx,129177023.0,12.680663981998805,14502.817424299154,345.29098176956177
gemini,okx,129178763.0,12.804826284000228,14515.622250583154,346.3029911518097
gemini,okx,129178763.0,12.445609663998766,14528.067860247153,347.320011138916
gemini,okx,129178763.0,12.445609663998766,14540.513469911151,348.330983877182
gemini,okx,129178763.0,12.124917668999842,14552.638387580151,349.34502720832825
gemini,okx,129178763.0,12.147188594997715,14564.785576175149,350.3599727153778
gemini,okx,129178763.0,11.48595527299949,14576.271531448148,351.37497901916504
gemini,okx,129178763.0,11.445898674999626,14587.717430123148,352.38899302482605
gemini,okx,129178763.0,11.445898674999626,14599.163328798148,353.4069974422455
gemini,okx,129178763.0,10.220321660997797,14609.383650459145,355.4349875450134
gemini,okx,129178763.0,10.167380164999486,14619.551030624145,356.4429805278778
gemini,okx,84770926.0,7.044265595999605,14626.595296220145,357.455997467041
gemini,okx,129178763.0,10.18492474499908,14636.780220965144,358.47000193595886
gemini,okx,129178763.0,10.18492474499908,14646.965145710143,359.4789865016937
gemini,okx,129177023.0,10.167249665000782,14657.132395375143,360.4919867515564
gemini,okx,129178763.0,10.058166530998278,14667.190561906142,361.50797867774963
gemini,okx,129178763.0,10.040621950996865,14677.231183857139,362.52198934555054
gemini,okx,129178763.0,8.984665715999654,14686.215849573138,363.5349905490875
gemini,okx,129178763.0,8.899894789999962,14695.115744363138,364.5460548400879
gemini,okx,129178763.0,9.327978223001992,14704.44372258614,365.5580475330353
gemini,okx,129178763.0,9.317522803001339,14713.761245389142,366.57297539711
gemini,okx,129178763.0,9.075222555000437,14722.836467944142,367.58697390556335
gemini,okx,129178763.0,9.08384096699956,14731.920308911142,368.5939829349518
gemini,okx,84770926.0,6.154421602001094,14738.074730513143,369.61297082901
gemini,okx,129178763.0,7.969829768999261,14746.044560282142,373.6630017757416
gemini,okx,129178763.0,7.969829768999261,14754.014390051141,374.6739766597748
gemini,okx,129178763.0,7.290291699000591,14761.304681750142,375.69100284576416
gemini,okx,129178763.0,7.599727255999824,14768.904409006142,376.699987411499
gemini,okx,129178763.0,7.939670404000935,14776.844079410143,377.71197867393494
gemini,okx,129178763.0,8.389647854000941,14785.233727264143,378.7209725379944
gemini,okx,129178763.0,8.389647854000941,14793.623375118144,379.7329034805298
gemini,okx,129178763.0,8.437703474000955,14802.061078592145,380.74697160720825
gemini,okx,129178763.0,8.94230397100182,14811.003382563147,381.76497888565063
gemini,okx,129178763.0,8.85917152300135,14819.862554086149,382.775004863739
gemini,okx,129178763.0,8.822571523000079,14828.685125609149,383.77897095680237
gemini,okx,129178763.0,8.822571523000079,14837.507697132149,384.79599380493164
gemini,okx,129178763.0,8.636736324000594,14846.14443345615,385.8100600242615
gemini,okx,129178763.0,8.372316569999384,14854.516750026149,386.82198882102966
gemini,okx,93395926.0,4.775097173998802,14859.291847200147,408.0539824962616
gemini,okx,93395926.0,5.566623086000618,14864.858470286148,409.0599811077118
gemini,okx,93395926.0,5.752250228999401,14870.610720515147,410.0759792327881
gemini,okx,93395926.0,5.659070423998855,14876.269790939146,411.08797955513
gemini,okx,129178763.0,6.428734755001642,14882.698525694148,412.1009986400604
gemini,okx,129178763.0,5.760442602000694,14888.458968296149,414.11699986457825
gemini,okx,119203.362773,0.004410524423292372,14888.463378820572,415.12697982788086
gemini,okx,119203.362773,0.004410524423292372,14888.467789344995,416.14405727386475
gemini,okx,119203.362773,0.004410524423292372,14888.472199869419,417.1529769897461
gemini,okx,119203.362773,0.004410524423292372,14888.476610393842,418.16096806526184
gemini,okx,119203.362773,0.004410524423292372,14888.481020918265,419.173451423645
gemini,okx,119203.362773,0.004410524423292372,14888.485431442688,420.1880078315735
gemini,okx,119203.362773,0.003456897520663915,14888.488888340209,421.19460368156433
gemini,okx,119203.362773,0.003456897520663915,14888.49234523773,422.2059819698334
gemini,okx,119203.362773,0.003456897520663915,14888.49580213525,423.2209815979004
gemini,okx,5495995.324510001,-0.044444112814744585,14888.451358022436,767.3159654140472
